Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,target
0,7,1,14,1,0,130.0,12,26,9,140.2,0,0,1,1,1,19.0,0,7,11.66666667,16.2,0.3,-0.92,2
0,0,3,14,1,0,115.0,22,0,4,116.1,1,0,1,1,0,19.0,0,7,13.0,12.4,0.5,1.79,2
0,0,1,8,1,0,150.0,0,13,5,137.8,1,0,1,1,1,19.0,0,6,12.66666667,16.2,0.3,-0.92,2
0,0,3,13,1,0,134.0,10,8,0,128.4,1,0,0,1,0,19.0,0,4,12.2,7.6,2.6,0.32,0
0,11,1,13,1,0,120.0,18,23,0,106.0,1,0,0,1,0,28.0,0,8,11.5,7.6,2.6,0.32,0
0,13,1,8,1,0,141.0,21,26,9,130.2,0,0,1,1,0,24.0,10,14,13.64285714,9.4,-0.8,-3.12,2
0,0,1,7,1,0,133.0,2,0,4,126.0,0,0,1,1,0,18.0,0,5,13.2,7.6,2.6,0.32,2
0,0,2,6,1,0,149.0,22,27,5,141.0,0,0,1,1,0,18.0,0,9,12.5,7.6,2.6,0.32,1
0,0,1,14,1,0,121.0,0,2,7,113.0,1,0,1,1,1,18.0,0,12,10.2,12.4,0.5,1.79,2
0,14,1,3,1,13,120.0,3,0,8,120.0,0,0,1,1,0,21.0,0,9,12.4,8.9,1.4,3.51,2
1,11,1,16,0,0,148.0,12,26,5,130.9,0,0,0,1,0,28.0,0,6,12.2,12.4,0.5,1.79,0
0,11,1,3,1,8,133.1,21,13,10,120.0,0,0,1,1,0,20.0,0,6,12.2,13.9,-0.3,0.79,0
1,11,1,16,0,0,135.0,18,23,0,134.1,1,0,0,1,0,20.0,0,5,12.2,7.6,2.6,0.32,0
0,11,1,6,1,0,150.0,0,27,5,120.0,0,0,1,1,0,24.0,0,9,10.5,15.5,2.8,-4.06,1
0,13,1,13,1,0,130.0,18,23,0,114.8,0,0,1,1,0,25.0,0,5,14.75,7.6,2.6,0.32,2
3,12,1,8,1,0,133.1,21,27,3,123.0,1,0,1,1,0,33.0,0,5,12.2,7.6,2.6,0.32,0
1,11,2,6,1,11,133.1,21,26,7,118.0,0,0,0,1,0,33.0,0,5,12.2,9.4,-0.8,-3.12,0
1,13,1,15,1,0,110.0,21,26,7,100.0,0,0,1,1,0,20.0,0,5,15.5,13.9,-0.3,0.79,2
1,11,1,16,0,0,133.1,21,13,3,151.1,0,0,1,1,0,20.0,0,8,11.125,16.2,0.3,-0.92,2
0,7,3,6,1,0,120.0,0,13,3,116.9,1,1,0,1,0,18.0,0,8,10.33333333,8.9,1.4,3.51,1
0,11,1,11,1,11,133.1,22,27,8,106.0,1,0,1,1,0,24.0,0,7,12.66666667,7.6,2.6,0.32,2
1,0,1,5,1,0,139.0,12,13,144,127.1,0,0,1,1,1,23.0,0,7,13.25,10.8,1.4,1.74,2
0,11,1,16,0,11,133.1,12,26,5,155.5,1,1,0,1,0,20.0,0,7,14.66666667,10.8,1.4,1.74,0
0,8,1,3,1,0,133.1,0,27,6,101.0,0,0,1,1,0,21.0,3,14,12.25,15.5,2.8,-4.06,2
0,12,1,6,1,5,120.0,19,24,6,128.2,1,0,1,1,0,34.0,1,8,10.5,7.6,2.6,0.32,0
1,11,1,16,0,0,133.1,12,13,4,113.0,0,0,1,1,1,20.0,0,6,11.4,8.9,1.4,3.51,1
0,0,1,14,1,0,134.0,0,27,5,122.8,0,0,1,1,0,18.0,0,6,12.5,12.7,3.7,-1.7,2
1,11,1,16,0,0,130.0,22,27,3,145.6,0,0,1,1,0,34.0,0,10,10.83333333,13.9,-0.3,0.79,1
0,0,1,8,1,0,128.0,0,0,10,116.5,0,0,1,1,0,19.0,0,8,16.0,7.6,2.6,0.32,0
0,0,1,11,1,0,154.0,12,13,3,142.0,0,0,1,1,0,19.0,0,8,13.71428571,12.7,3.7,-1.7,2
0,3,1,3,1,3,150.0,0,0,6,150.0,0,0,1,1,0,28.0,0,12,15.8,16.2,0.3,-0.92,2
0,7,1,4,1,0,134.0,0,0,0,133.3,1,0,1,1,0,18.0,0,6,12.2,7.6,2.6,0.32,0
0,0,1,9,1,0,127.0,1,1,4,115.8,1,0,1,1,0,19.0,0,12,10.0,11.1,0.6,2.02,0
0,7,2,5,1,0,133.1,12,27,1,100.0,1,1,0,1,0,19.0,0,19,13.5,12.4,0.5,1.79,0
0,7,1,11,1,0,130.0,0,2,2,128.6,1,0,1,0,0,18.0,0,11,16.32727273,16.2,0.3,-0.92,2
0,0,1,7,1,0,135.0,2,2,2,137.1,1,0,1,0,0,18.0,0,8,14.8,12.4,0.5,1.79,2
0,0,1,14,1,0,143.0,0,2,3,149.0,1,0,1,0,0,18.0,0,7,11.0,11.1,0.6,2.02,0
0,14,2,9,1,13,150.0,2,13,9,147.0,1,0,1,0,0,19.0,2,6,13.5,12.4,0.5,1.79,2
1,3,1,9,1,2,150.0,21,26,192,150.0,0,0,1,0,0,31.0,0,10,14.6,12.7,3.7,-1.7,2
0,11,1,2,0,0,130.0,21,26,8,103.5,0,0,1,0,1,33.0,0,6,14.33333333,12.7,3.7,-1.7,2
0,0,3,11,1,0,113.0,2,0,135,107.8,1,0,1,0,1,20.0,0,8,13.55,12.4,0.5,1.79,1
0,14,1,5,1,13,130.0,12,0,4,130.0,1,0,1,0,0,22.0,0,19,11.5,12.4,0.5,1.79,1
0,7,1,10,1,0,115.0,0,13,3,109.4,1,0,1,0,0,19.0,0,8,13.4,11.1,0.6,2.02,2
0,0,3,4,1,0,146.0,18,23,0,143.6,1,0,1,0,0,18.0,0,6,13.0,7.6,2.6,0.32,0
0,7,3,4,1,0,132.0,22,0,5,124.3,0,0,1,0,0,18.0,0,0,12.2,15.5,2.8,-4.06,0
0,0,5,13,1,0,116.0,12,27,9,119.5,1,0,0,0,0,18.0,0,0,12.2,8.9,1.4,3.51,0
0,0,1,1,1,0,133.1,2,3,5,126.1,1,0,1,0,0,18.0,0,0,12.2,11.1,0.6,2.02,2
0,7,2,8,1,0,122.0,12,13,7,116.1,1,0,1,0,1,19.0,0,5,11.0,12.4,0.5,1.79,2
0,7,2,9,1,0,136.0,0,2,4,126.6,1,0,1,0,0,18.0,0,7,12.2,11.1,0.6,2.02,0
0,7,1,5,1,0,142.0,2,13,5,130.8,1,0,1,0,0,18.0,0,5,12.0,12.7,3.7,-1.7,2
0,7,6,11,1,0,139.0,21,26,6,133.5,1,0,1,0,1,18.0,0,8,15.22857143,12.7,3.7,-1.7,2
0,16,1,9,1,15,140.0,21,26,10,136.9,1,0,1,0,0,21.0,4,9,13.22222222,8.9,1.4,3.51,2
0,0,1,11,1,0,133.1,12,26,5,142.3,0,0,1,0,1,18.0,0,8,14.42857143,12.7,3.7,-1.7,2
0,7,3,13,1,0,122.0,0,27,3,114.3,1,0,1,0,0,18.0,0,7,13.71428571,11.1,0.6,2.02,2
0,0,2,11,1,0,135.0,12,13,10,122.9,1,0,1,0,0,18.0,0,13,13.19333333,15.5,2.8,-4.06,2
0,7,1,11,1,0,128.0,12,0,3,117.2,1,0,1,0,0,20.0,0,10,12.4125,16.2,0.3,-0.92,2
0,7,1,8,1,0,139.0,0,27,5,152.0,0,0,1,0,1,18.0,0,8,12.0,12.7,3.7,-1.7,2
0,0,2,14,1,0,125.0,12,0,5,122.2,1,0,1,0,0,18.0,0,0,12.2,11.1,0.6,2.02,0
0,8,2,8,1,0,133.1,21,27,143,101.7,1,0,1,0,1,20.0,0,6,11.6,8.9,1.4,3.51,2
0,7,1,10,1,0,116.0,12,13,8,119.9,1,0,1,0,0,20.0,0,6,12.33333333,12.4,0.5,1.79,2
0,7,1,8,1,0,138.0,21,0,9,123.7,1,1,1,0,1,19.0,0,5,12.2,11.1,0.6,2.02,0
0,15,1,4,1,0,135.0,2,0,5,121.8,0,0,1,0,1,19.0,5,11,12.90909091,11.1,0.6,2.02,2
0,7,4,13,1,0,110.0,12,26,99,106.1,1,1,0,0,1,18.0,0,0,12.2,12.7,3.7,-1.7,0
0,7,3,14,1,0,132.0,0,0,9,124.3,1,1,1,0,1,19.0,0,7,12.28571429,15.5,2.8,-4.06,2
0,0,2,11,1,0,126.0,0,27,7,124.3,1,0,1,0,1,20.0,0,8,12.98125,9.4,-0.8,-3.12,2
0,14,1,8,1,13,117.4,12,0,9,117.4,1,0,1,0,0,21.0,1,6,11.2,11.1,0.6,2.02,2
0,13,2,11,1,0,120.0,25,2,2,112.7,0,0,1,0,0,21.0,0,12,11.68,10.8,1.4,1.74,2
0,7,1,4,1,0,116.0,22,27,9,123.7,0,0,1,0,0,20.0,0,7,13.5,11.1,0.6,2.02,2
0,8,2,15,1,0,111.0,22,27,171,105.8,1,0,1,0,0,19.0,0,8,12.85714286,8.9,1.4,3.51,2
0,7,3,5,1,0,128.0,0,13,90,124.2,0,0,0,0,0,21.0,0,7,10.5,7.6,2.6,0.32,0
0,0,1,5,1,0,123.0,17,13,90,122.3,0,0,1,0,0,18.0,0,7,11.8,7.6,2.6,0.32,2
0,0,5,10,1,0,131.0,12,26,9,123.7,0,0,1,0,1,19.0,0,7,12.2,8.9,1.4,3.51,2
0,7,2,11,1,0,135.0,12,13,4,129.8,1,0,1,0,0,18.0,0,8,14.875,13.9,-0.3,0.79,2
0,0,4,11,1,0,136.0,0,0,9,123.8,1,0,1,0,1,19.0,0,8,13.31428571,12.7,3.7,-1.7,2
0,0,2,8,1,0,132.0,0,13,3,126.4,1,0,1,0,1,18.0,0,12,10.5,13.9,-0.3,0.79,2
0,0,1,15,1,0,120.0,12,26,7,115.1,0,0,1,0,1,18.0,0,8,10.75,15.5,2.8,-4.06,1
0,0,1,14,1,0,144.0,21,26,8,138.4,0,0,1,0,0,18.0,0,7,14.14285714,13.9,-0.3,0.79,2
0,7,1,5,1,0,129.0,0,26,9,118.2,1,0,1,0,1,18.0,0,8,15.57142857,10.8,1.4,1.74,2
0,7,1,4,1,0,136.0,22,13,7,121.7,1,0,1,0,0,18.0,0,6,12.2,12.4,0.5,1.79,0
0,0,3,4,1,0,125.0,0,27,7,118.0,0,0,1,0,1,18.0,0,7,14.0,11.1,0.6,2.02,1
0,7,1,9,1,0,125.0,0,27,7,119.8,0,0,1,0,0,18.0,0,0,12.2,11.1,0.6,2.02,0
0,0,1,9,1,0,154.0,0,2,2,126.1,0,0,1,0,0,18.0,0,6,13.16666667,10.8,1.4,1.74,2
0,12,1,5,1,0,133.1,0,27,9,100.0,1,0,1,0,1,20.0,1,11,12.83333333,13.9,-0.3,0.79,2
0,0,1,15,1,0,124.0,2,0,5,121.6,0,0,1,0,0,18.0,0,10,10.6,15.5,2.8,-4.06,1
0,7,4,4,1,0,126.0,0,13,5,120.4,1,0,1,0,0,18.0,0,7,10.4,16.2,0.3,-0.92,2
0,8,6,11,1,0,124.0,21,26,7,117.8,0,0,1,0,1,20.0,0,8,12.79142857,10.8,1.4,1.74,2
3,13,1,13,1,0,150.0,21,26,6,110.0,0,0,1,0,0,20.0,3,12,11.2,9.4,-0.8,-3.12,2
0,0,6,11,1,0,133.0,22,27,9,128.8,1,0,1,0,1,18.0,0,11,12.43142857,15.5,2.8,-4.06,2
0,0,5,10,1,0,126.0,12,13,7,116.6,1,0,1,0,0,19.0,0,12,12.2,13.9,-0.3,0.79,2
0,3,1,16,0,14,120.0,0,13,9,120.0,0,0,1,0,0,24.0,0,6,12.2,12.4,0.5,1.79,0
0,0,3,14,1,0,133.1,2,27,10,157.5,1,0,1,0,0,19.0,0,7,13.16666667,10.8,1.4,1.74,0
0,0,6,11,1,0,141.0,1,0,4,136.3,1,0,1,0,0,19.0,0,8,14.1,10.8,1.4,1.74,2
0,0,1,11,1,0,133.0,0,13,6,121.5,1,0,1,0,1,20.0,0,9,12.94285714,11.1,0.6,2.02,2
0,0,1,11,1,0,143.0,22,27,5,133.9,0,0,1,0,0,18.0,0,8,16.0875,12.4,0.5,1.79,2
0,0,1,1,1,0,141.0,0,27,8,136.8,1,0,1,0,1,18.0,0,0,12.2,13.9,-0.3,0.79,2
0,7,2,11,1,0,134.0,12,26,7,133.5,1,0,1,0,0,19.0,0,8,15.1,13.9,-0.3,0.79,2
0,7,3,11,1,0,138.0,2,2,5,130.0,1,0,1,0,0,18.0,0,8,15.2,13.9,-0.3,0.79,0
0,14,1,5,1,13,140.0,2,2,2,140.0,1,0,1,0,0,19.0,0,19,13.0,12.4,0.5,1.79,2
0,0,2,11,1,0,142.0,21,26,7,132.7,1,0,1,0,1,19.0,0,8,15.8625,13.9,-0.3,0.79,2
0,0,1,11,1,0,118.0,12,13,7,117.8,0,0,1,0,1,19.0,0,9,14.67142857,12.4,0.5,1.79,2
0,0,2,11,1,0,131.0,0,26,4,126.1,1,0,1,0,1,19.0,0,9,12.24285714,11.1,0.6,2.02,0
0,0,1,11,1,0,130.0,0,27,7,120.0,0,0,1,0,0,19.0,0,7,14.56666667,7.6,2.6,0.32,2
0,11,1,13,1,8,133.1,0,13,5,100.0,1,1,0,0,0,25.0,0,5,11.25,9.4,-0.8,-3.12,0
0,0,1,11,1,0,130.0,12,13,10,116.8,0,0,1,0,0,20.0,0,8,12.68571429,12.7,3.7,-1.7,2
0,16,1,9,1,15,130.0,0,13,5,128.3,0,1,0,0,0,23.0,4,14,13.25,8.9,1.4,3.51,0
0,0,1,4,1,0,133.1,12,13,7,117.0,0,0,1,0,0,20.0,0,0,12.2,15.5,2.8,-4.06,0
0,11,1,2,0,0,130.0,21,8,10,131.5,0,0,1,0,0,27.0,0,7,11.16666667,11.1,0.6,2.02,2
0,0,1,11,1,0,149.0,12,0,4,134.8,0,0,1,0,0,18.0,0,8,14.445,9.4,-0.8,-3.12,2
0,0,1,15,1,0,133.1,12,0,10,146.6,1,1,1,0,0,18.0,0,10,11.75,9.4,-0.8,-3.12,1
0,3,1,2,0,14,130.0,12,0,10,130.0,1,1,0,0,0,23.0,4,11,14.625,13.9,-0.3,0.79,0
0,0,6,11,1,0,145.0,22,26,6,127.5,1,0,1,0,1,19.0,0,7,13.41666667,7.6,2.6,0.32,2
0,0,1,8,1,0,130.0,21,27,3,123.0,0,0,1,0,0,18.0,0,7,11.4,15.5,2.8,-4.06,2
0,13,1,11,1,0,128.0,0,13,8,100.0,1,0,1,0,0,20.0,0,8,14.8125,13.9,-0.3,0.79,2
0,0,2,13,1,0,111.0,12,13,9,114.2,1,0,1,0,0,18.0,0,10,12.8,12.4,0.5,1.79,2
0,0,1,11,1,0,140.0,0,0,4,123.5,1,0,1,0,1,19.0,0,8,14.75,9.4,-0.8,-3.12,2
0,14,1,9,1,13,140.0,12,13,8,144.3,1,0,1,0,1,19.0,2,6,14.33333333,12.4,0.5,1.79,2
0,0,1,15,1,0,145.0,22,26,5,142.2,0,0,1,0,0,19.0,0,9,12.5,9.4,-0.8,-3.12,1
0,0,1,5,1,0,151.0,2,2,90,126.1,0,0,1,0,0,18.0,0,8,14.85714286,7.6,2.6,0.32,2
0,0,1,9,1,0,132.0,21,26,5,135.9,0,0,1,0,0,18.0,0,7,13.0,9.4,-0.8,-3.12,2
0,0,2,14,1,0,116.0,12,13,7,110.1,1,0,1,0,0,18.0,0,6,12.0,11.1,0.6,2.02,2
0,1,1,15,1,0,120.0,12,27,9,122.5,0,0,0,0,0,28.0,8,8,12.0,15.5,2.8,-4.06,0
0,7,1,10,1,0,158.0,21,26,9,138.1,1,0,1,0,0,19.0,0,11,14.0,7.6,2.6,0.32,0
0,13,1,1,1,0,116.0,2,0,3,117.3,1,1,1,0,0,20.0,0,0,12.2,13.9,-0.3,0.79,0
0,0,2,11,1,0,112.0,0,26,9,106.8,1,0,1,0,1,19.0,0,9,13.61428571,12.4,0.5,1.79,2
0,0,1,4,1,0,126.0,0,13,0,120.1,0,0,1,0,1,20.0,0,6,12.66666667,11.1,0.6,2.02,2
0,0,2,10,1,0,120.0,12,13,9,116.5,1,0,1,0,1,19.0,0,8,11.0,12.4,0.5,1.79,2
0,15,1,4,1,0,117.0,4,0,10,120.0,1,0,1,0,0,21.0,0,7,12.6,8.9,1.4,3.51,1
0,0,1,15,1,0,153.0,0,13,4,139.7,1,0,1,0,1,19.0,0,7,14.85714286,11.1,0.6,2.02,2
0,0,2,4,1,0,124.0,12,0,3,123.7,1,0,1,0,1,18.0,0,8,12.625,13.9,-0.3,0.79,2
0,7,2,7,1,0,127.0,2,0,1,116.5,0,0,1,0,0,19.0,0,0,12.2,15.5,2.8,-4.06,0
0,7,1,13,1,0,126.0,9,27,5,122.2,0,0,1,0,1,19.0,0,9,13.66666667,8.9,1.4,3.51,2
0,0,1,14,1,0,133.1,22,13,103,146.0,0,1,1,0,0,20.0,0,6,13.16666667,16.2,0.3,-0.92,2
0,7,2,15,1,0,114.0,0,0,0,108.8,1,0,1,0,0,18.0,0,9,13.33333333,13.9,-0.3,0.79,1
0,13,1,1,1,0,133.0,12,13,7,133.0,0,0,1,0,0,18.0,0,0,12.2,15.5,2.8,-4.06,1
0,7,1,7,1,0,130.0,0,0,5,123.8,0,0,1,0,0,18.0,0,6,12.0,7.6,2.6,0.32,2
0,7,3,14,1,0,127.0,12,13,8,120.0,0,0,1,0,0,18.0,0,0,12.2,8.9,1.4,3.51,0
0,7,3,9,1,0,143.0,21,27,7,126.9,1,0,1,0,0,18.0,0,6,11.66666667,7.6,2.6,0.32,2
0,8,4,14,1,0,130.0,12,13,4,121.3,1,0,1,0,0,20.0,0,8,11.57142857,15.5,2.8,-4.06,0
0,7,3,11,1,0,136.0,12,0,9,129.0,1,0,1,0,1,19.0,0,10,12.55,12.4,0.5,1.79,2
0,0,1,15,1,0,125.0,21,26,9,114.9,1,1,0,0,0,21.0,0,7,10.66666667,15.5,2.8,-4.06,0
0,7,1,13,1,2,110.0,9,2,8,106.5,1,1,0,0,0,20.0,0,9,12.2,10.8,1.4,1.74,0
0,0,1,10,1,0,130.0,21,27,9,133.9,1,0,1,0,0,18.0,0,8,11.25,9.4,-0.8,-3.12,2
0,0,1,14,1,0,135.0,0,3,3,124.9,0,0,1,0,1,20.0,0,6,12.83333333,10.8,1.4,1.74,2
0,0,2,11,1,0,133.0,12,26,9,128.5,1,0,1,0,1,19.0,0,8,14.07125,9.4,-0.8,-3.12,2
0,0,1,5,1,5,122.0,12,13,9,126.2,1,0,1,0,0,22.0,0,9,13.2,9.4,-0.8,-3.12,0
0,7,1,7,1,0,122.0,12,13,9,121.7,1,0,0,0,0,22.0,0,2,12.2,9.4,-0.8,-3.12,0
0,0,2,15,1,0,121.0,22,27,5,120.0,1,0,1,0,0,18.0,0,8,10.25,10.8,1.4,1.74,1
0,13,1,8,1,0,123.0,2,13,9,113.2,0,0,1,0,0,21.0,4,16,10.57142857,7.6,2.6,0.32,1
0,0,1,9,1,0,128.0,12,13,5,120.3,1,0,1,0,0,19.0,0,8,11.6,7.6,2.6,0.32,2
0,0,4,1,1,0,139.0,21,27,9,127.8,1,0,1,0,0,19.0,0,0,12.2,10.8,1.4,1.74,0
0,0,2,11,1,0,124.0,18,23,0,123.3,1,0,1,0,1,20.0,0,8,14.90142857,9.4,-0.8,-3.12,0
0,0,3,11,1,0,135.0,22,13,8,126.3,1,1,1,0,1,18.0,0,9,12.44555556,15.5,2.8,-4.06,2
0,15,1,16,0,15,110.0,12,26,9,128.2,0,0,0,0,0,22.0,5,5,10.6,8.9,1.4,3.51,0
0,7,4,5,1,0,138.0,12,25,7,134.9,1,0,1,0,0,20.0,0,9,12.66666667,7.6,2.6,0.32,2
0,14,1,3,1,13,140.0,22,27,6,140.0,0,0,1,0,0,19.0,0,7,12.66666667,12.4,0.5,1.79,2
0,0,5,11,1,0,126.0,0,13,7,115.5,1,0,1,0,1,19.0,0,10,13.32857143,12.4,0.5,1.79,2
0,0,2,11,1,0,113.0,22,13,7,106.7,1,0,1,0,1,20.0,0,8,12.5,11.1,0.6,2.02,1
0,11,1,16,0,0,120.0,22,27,3,140.0,0,0,1,0,0,25.0,0,11,11.33333333,15.5,2.8,-4.06,1
0,0,1,11,1,0,145.0,12,13,7,136.6,0,0,1,0,1,19.0,0,10,14.05142857,15.5,2.8,-4.06,2
0,8,1,11,1,0,124.0,22,26,7,119.3,1,0,1,0,0,19.0,0,8,13.11625,9.4,-0.8,-3.12,2
0,0,1,4,1,0,160.0,2,27,9,152.0,1,0,0,0,0,19.0,0,0,12.2,10.8,1.4,1.74,0
0,0,1,11,1,0,138.0,22,13,5,144.3,0,0,1,0,0,20.0,0,8,13.57142857,13.9,-0.3,0.79,2
0,11,2,12,1,0,130.0,21,26,9,159.0,1,0,1,0,0,25.0,0,21,11.7,12.4,0.5,1.79,1
0,7,1,11,1,0,127.0,12,27,9,129.5,1,0,1,0,1,20.0,0,7,12.33333333,7.6,2.6,0.32,2
0,11,1,9,1,0,133.1,22,13,9,140.0,1,0,1,0,0,24.0,0,10,16.4,9.4,-0.8,-3.12,1
0,0,3,13,1,0,111.0,0,0,5,105.4,0,0,1,0,0,20.0,0,6,13.2,7.6,2.6,0.32,2
0,12,1,11,1,0,133.1,0,13,8,136.0,1,0,1,0,0,21.0,5,8,13.49375,15.5,2.8,-4.06,2
0,14,1,3,1,13,160.0,21,27,9,160.0,0,1,1,0,1,19.0,0,11,13.0,15.5,2.8,-4.06,2
0,0,1,14,1,0,152.0,22,26,9,139.1,0,0,1,0,1,19.0,0,6,13.5,16.2,0.3,-0.92,2
0,0,2,13,1,0,144.0,21,27,9,126.9,0,0,1,0,1,21.0,0,5,13.0,9.4,-0.8,-3.12,2
0,11,1,11,1,2,133.8,2,26,10,126.1,0,0,1,0,0,28.0,1,9,16.58222222,15.5,2.8,-4.06,2
0,0,1,9,1,0,125.0,21,27,9,125.0,1,1,0,0,1,19.0,0,8,11.0,10.8,1.4,1.74,2
0,0,1,8,1,0,150.0,21,26,6,138.5,0,0,1,0,1,18.0,0,6,13.6,12.4,0.5,1.79,2
4,7,5,11,1,0,143.0,21,27,8,133.5,1,0,1,0,1,18.0,0,8,12.11428571,12.7,3.7,-1.7,2
0,0,3,11,1,0,145.0,12,26,7,141.5,1,0,1,0,1,18.0,0,8,13.05875,9.4,-0.8,-3.12,2
0,12,1,11,1,0,120.0,0,1,3,130.0,1,0,1,0,0,22.0,4,8,13.28571429,12.7,3.7,-1.7,2
0,0,1,8,1,0,138.0,21,26,171,131.0,1,0,1,0,0,19.0,0,8,10.66666667,12.4,0.5,1.79,1
0,0,1,11,1,0,145.0,12,0,5,145.0,0,0,1,0,1,18.0,0,8,15.1625,13.9,-0.3,0.79,2
0,7,1,10,1,0,122.0,21,26,6,114.3,0,0,0,0,0,20.0,0,0,12.2,15.5,2.8,-4.06,0
0,14,1,1,1,13,110.0,21,26,6,108.3,0,0,0,0,0,26.0,3,12,11.0,12.4,0.5,1.79,0
0,0,3,4,1,0,136.0,21,27,9,125.2,1,0,1,0,1,18.0,0,8,13.625,10.8,1.4,1.74,2
0,0,1,10,1,0,145.0,0,27,9,131.7,1,0,1,0,1,21.0,0,11,11.66666667,10.8,1.4,1.74,0
0,7,4,11,1,0,141.0,22,26,3,126.3,1,0,1,0,0,18.0,0,8,13.29714286,10.8,1.4,1.74,2
0,0,1,5,1,0,149.0,12,13,6,147.6,1,0,1,0,0,20.0,0,9,14.25,15.5,2.8,-4.06,2
0,0,6,11,1,0,130.0,22,13,6,125.1,1,0,1,0,0,18.0,0,13,12.83333333,15.5,2.8,-4.06,2
0,7,6,8,1,0,121.0,12,27,9,123.8,0,0,1,0,1,19.0,0,8,11.0,12.7,3.7,-1.7,1
0,0,1,13,1,0,128.0,0,0,2,130.8,1,0,1,0,0,20.0,0,5,13.75,7.6,2.6,0.32,0
0,0,1,15,1,0,152.0,12,13,5,154.1,0,1,1,0,1,18.0,0,7,12.57142857,12.7,3.7,-1.7,2
0,6,2,8,1,0,132.0,21,26,9,122.6,1,0,1,0,1,20.0,0,9,12.625,10.8,1.4,1.74,1
0,0,2,2,0,0,107.0,12,8,0,103.5,1,0,1,0,0,22.0,0,9,12.2,7.6,2.6,0.32,2
0,0,1,1,1,0,131.0,12,27,5,132.8,1,0,1,0,0,18.0,0,0,12.2,7.6,2.6,0.32,1
0,15,1,16,0,0,141.0,12,27,7,100.0,0,0,1,0,0,21.0,1,5,11.4,8.9,1.4,3.51,2
0,8,2,15,1,0,120.0,0,0,0,115.8,0,0,1,0,0,18.0,0,11,12.16666667,13.9,-0.3,0.79,1
0,0,1,11,1,0,148.0,12,13,4,133.8,0,0,1,0,0,18.0,0,8,13.48571429,12.7,3.7,-1.7,2
0,0,1,4,1,0,130.0,9,13,5,118.5,0,0,1,0,1,18.0,0,8,11.28571429,8.9,1.4,3.51,2
0,7,1,1,1,0,145.0,21,26,1,150.3,1,0,1,0,0,19.0,0,0,12.2,15.5,2.8,-4.06,0
0,7,3,8,1,0,112.0,0,13,5,107.8,1,0,1,0,0,19.0,0,11,14.42857143,10.8,1.4,1.74,1
0,0,1,11,1,0,138.0,22,0,4,127.5,1,0,1,0,0,19.0,0,7,13.76,16.2,0.3,-0.92,1
0,0,3,11,1,0,135.0,0,26,7,120.5,1,0,1,0,0,19.0,0,11,13.25857143,10.8,1.4,1.74,2
0,0,1,8,1,0,118.0,0,1,10,117.3,1,0,1,0,0,19.0,0,10,12.0,8.9,1.4,3.51,1
0,7,1,10,1,0,123.0,22,26,7,120.6,1,0,0,0,0,19.0,0,15,10.0,10.8,1.4,1.74,0
0,6,4,10,1,0,126.0,22,26,7,118.7,1,0,1,0,1,21.0,0,6,12.5,8.9,1.4,3.51,2
0,0,2,14,1,0,150.0,0,26,7,130.8,0,0,1,0,1,20.0,0,9,11.83333333,15.5,2.8,-4.06,2
0,0,1,8,1,0,121.0,12,13,9,112.6,1,0,1,0,1,20.0,0,7,13.28571429,11.1,0.6,2.02,2
0,11,1,16,0,11,133.1,21,26,9,117.2,0,0,1,0,0,20.0,0,6,11.8,7.6,2.6,0.32,2
3,3,1,11,1,14,130.0,21,26,3,130.0,1,0,1,0,0,32.0,0,8,12.6375,12.4,0.5,1.79,1
0,7,3,11,1,0,139.0,22,0,5,131.8,1,0,1,0,0,18.0,0,8,14.65285714,10.8,1.4,1.74,2
3,11,1,2,0,0,160.0,21,26,4,97.0,0,0,1,0,1,20.0,0,6,11.33333333,15.5,2.8,-4.06,2
0,11,1,11,1,0,110.0,21,26,9,130.0,0,1,0,0,0,32.0,0,7,12.2,16.2,0.3,-0.92,0
0,11,1,2,0,14,140.0,12,26,9,148.0,0,0,1,0,0,20.0,4,8,14.75,12.4,0.5,1.79,2
1,11,2,8,1,2,130.0,2,26,9,103.4,0,0,1,0,0,30.0,3,12,11.14285714,12.7,3.7,-1.7,0
0,13,2,14,1,0,132.0,12,13,0,127.1,0,0,1,1,0,23.0,0,11,13.0,7.6,2.6,0.32,2
0,7,2,14,1,0,139.0,2,0,7,124.0,1,0,1,0,1,20.0,0,7,13.85714286,15.5,2.8,-4.06,0
0,0,1,13,1,0,135.0,12,26,7,121.4,0,0,1,1,0,21.0,0,6,11.75,9.4,-0.8,-3.12,2
0,0,1,8,1,0,117.0,22,13,7,118.1,0,0,1,1,0,19.0,0,5,13.2,12.4,0.5,1.79,2
0,7,4,11,1,0,137.0,0,13,3,121.3,1,0,1,1,1,18.0,0,8,15.07,10.8,1.4,1.74,2
0,12,1,6,1,0,144.0,18,23,0,119.5,0,0,1,1,0,18.0,0,7,12.0,10.8,1.4,1.74,0
0,11,1,16,0,0,130.0,0,0,10,115.2,0,0,1,1,0,24.0,0,6,12.66666667,12.4,0.5,1.79,1
